Gene stable ID	Gene type	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSG00000255006	pseudogene	11	120490643	120490976
ENSG00000250493	antisense	11	120738642	120765506
ENSG00000254735	pseudogene	11	120806811	120807363
ENSG00000154114	protein_coding	11	120894781	120961484
ENSG00000109927	protein_coding	11	120971882	121062202
ENSG00000254515	pseudogene	11	121109013	121109397
ENSG00000244400	pseudogene	11	121120979	121121687
ENSG00000109929	protein_coding	11	121163162	121179403
ENSG00000232460	pseudogene	11	121232559	121233574
ENSG00000271022	pseudogene	11	121297354	121298125
ENSG00000246790	antisense	11	121318040	121323722
ENSG00000137642	protein_coding	11	121322912	121504402
ENSG00000252556	snRNA	11	121875063	121875159
ENSG00000255248	sense_overlapping	11	121899063	121987031
ENSG00000207971	miRNA	11	121970465	121970552
ENSG00000259571	protein_coding	11	121986062	121986923
ENSG00000198975	miRNA	11	122017229	122017301
ENSG00000207994	miRNA	11	122022937	122023016
ENSG00000255090	processed_transcript	11	122026130	122293579
ENSG00000255015	lincRNA	11	122165646	122172471
ENSG00000255219	antisense	11	122165898	122178727
ENSG00000252776	snRNA	11	122319918	122320039
ENSG00000253035	snRNA	11	122322182	122322307
ENSG00000223265	snRNA	11	122449913	122450015
ENSG00000254572	pseudogene	11	122484152	122485194
ENSG00000254935	pseudogene	11	122489559	122489982
ENSG00000154127	protein_coding	11	122526383	122685181
ENSG00000239079	snoRNA	11	122596916	122597019
ENSG00000109943	protein_coding	11	122709208	122743347
ENSG00000109944	protein_coding	11	122753391	122830506
ENSG00000199709	snRNA	11	122797742	122797881
ENSG00000254944	pseudogene	11	122831035	122831794
ENSG00000188909	protein_coding	11	122848278	122852428
ENSG00000213184	pseudogene	11	122888346	122889369
ENSG00000243669	pseudogene	11	122906575	122906932
ENSG00000244641	pseudogene	11	122920495	122921061
ENSG00000233541	pseudogene	11	122921869	122922109
ENSG00000109971	protein_coding	11	122928197	122933938
ENSG00000200879	snoRNA	11	122928785	122928869
ENSG00000207118	snoRNA	11	122929617	122929703
ENSG00000202252	snoRNA	11	122930043	122930130
ENSG00000166250	protein_coding	11	122943035	123065989
ENSG00000255342	pseudogene	11	123006631	123007084
ENSG00000254710	antisense	11	123059510	123098985
ENSG00000200496	snoRNA	11	123172098	123172231
ENSG00000254823	lincRNA	11	123184382	123185478
ENSG00000254407	pseudogene	11	123210882	123211422
ENSG00000265357	miRNA	11	123252148	123252220
ENSG00000254667	protein_coding	11	123301058	123306427
ENSG00000255414	lincRNA	11	123325106	123331118
ENSG00000023171	protein_coding	11	123396344	123498482
ENSG00000254449	pseudogene	11	123468654	123470160
ENSG00000166257	protein_coding	11	123499895	123525952
ENSG00000254467	lincRNA	11	123539207	123542345
ENSG00000266814	miRNA	11	123579381	123579478
ENSG00000166261	protein_coding	11	123594885	123612383
ENSG00000221931	protein_coding	11	123624196	123625253
ENSG00000200197	snRNA	11	123634635	123634797
ENSG00000196099	protein_coding	11	123676043	123677095
ENSG00000254613	pseudogene	11	123711714	123712584
ENSG00000254430	pseudogene	11	123732530	123733229
ENSG00000204300	protein_coding	11	123753633	123756349
ENSG00000181518	protein_coding	11	123777109	123778183
ENSG00000171014	protein_coding	11	123810250	123811344
ENSG00000181499	protein_coding	11	123813492	123814580
ENSG00000196248	protein_coding	11	123847368	123848488
ENSG00000198674	protein_coding	11	123864870	123865868
ENSG00000226461	pseudogene	11	123880362	123880719
ENSG00000254737	protein_coding	11	123886282	123887217
ENSG00000236981	protein_coding	11	123893720	123894655
ENSG00000234560	protein_coding	11	123900297	123901341
ENSG00000182634	protein_coding	11	123908773	123909717
ENSG00000213182	pseudogene	11	123925577	123926414
ENSG00000186268	pseudogene	11	123964289	123965239
ENSG00000213181	pseudogene	11	123975807	123976675
ENSG00000110002	protein_coding	11	123986069	124018428
ENSG00000196403	pseudogene	11	124029128	124030063
ENSG00000197309	protein_coding	11	124055923	124056952
ENSG00000239426	pseudogene	11	124077890	124078822
ENSG00000255425	pseudogene	11	124085346	124086394
ENSG00000181214	pseudogene	11	124095437	124096365
ENSG00000254845	pseudogene	11	124109121	124110228
ENSG00000197849	polymorphic_pseudogene	11	124120423	124135763
ENSG00000255298	protein_coding	11	124134723	124135763
ENSG00000255116	pseudogene	11	124143866	124144477
ENSG00000196341	protein_coding	11	124179708	124180733
ENSG00000197263	protein_coding	11	124189134	124190184
ENSG00000254976	pseudogene	11	124194767	124195685
ENSG00000255225	pseudogene	11	124208679	124209558
ENSG00000255030	pseudogene	11	124227456	124228365
ENSG00000227737	pseudogene	11	124235530	124236447
ENSG00000229254	pseudogene	11	124246773	124247697
ENSG00000204293	protein_coding	11	124252291	124253258
ENSG00000196661	protein_coding	11	124266278	124267264
ENSG00000255048	pseudogene	11	124274130	124274998
ENSG00000198657	protein_coding	11	124293807	124294789
ENSG00000197125	protein_coding	11	124310022	124311054
ENSG00000255510	pseudogene	11	124330430	124331381
ENSG00000229386	pseudogene	11	124350895	124351819
ENSG00000254646	pseudogene	11	124386207	124387138
ENSG00000255315	pseudogene	11	124401521	124401806
ENSG00000254937	pseudogene	11	124408396	124409230
ENSG00000170953	protein_coding	11	124412578	124413575
ENSG00000196119	protein_coding	11	124439893	124441037
ENSG00000255341	pseudogene	11	124471480	124472134
ENSG00000154143	protein_coding	11	124481386	124490252
ENSG00000154144	protein_coding	11	124492732	124505287
ENSG00000110013	protein_coding	11	124503009	124565603
ENSG00000200278	rRNA	11	124506355	124506488
ENSG00000064199	protein_coding	11	124543694	124567414
ENSG00000154146	protein_coding	11	124609742	124617106
ENSG00000255045	antisense	11	124614530	124616233
ENSG00000019102	protein_coding	11	124617368	124622134
ENSG00000149564	protein_coding	11	124622026	124632186
ENSG00000250073	antisense	11	124629025	124635832
ENSG00000120458	protein_coding	11	124636394	124670569
ENSG00000254509	pseudogene	11	124661124	124661556
ENSG00000245498	antisense	11	124670346	124704383
ENSG00000254941	pseudogene	11	124677718	124678165
ENSG00000215942	miRNA	11	124712964	124713043
ENSG00000154134	protein_coding	11	124735282	124751366
ENSG00000254568	antisense	11	124753587	124757685
ENSG00000154133	protein_coding	11	124753587	124768396
ENSG00000254943	protein_coding	11	124761200	124762022
ENSG00000165478	protein_coding	11	124789089	124806308
ENSG00000221932	protein_coding	11	124789146	124790573
ENSG00000149548	protein_coding	11	124824017	124911385
ENSG00000134955	protein_coding	11	124932963	124959131
ENSG00000203306	pseudogene	11	124958377	124960411
ENSG00000150433	protein_coding	11	124966398	124981659
ENSG00000187686	pseudogene	11	124983057	124996677
ENSG00000255475	lincRNA	11	125002743	125009483
ENSG00000254880	antisense	11	125028357	125034505
ENSG00000165495	protein_coding	11	125034583	125303285
ENSG00000259290	sense_intronic	11	125058011	125061300
ENSG00000254932	antisense	11	125128522	125136694
ENSG00000222844	snRNA	11	125147448	125147553
ENSG00000149557	protein_coding	11	125315646	125366213
ENSG00000255537	protein_coding	11	125365110	125369424
ENSG00000149547	protein_coding	11	125439112	125454575
ENSG00000254671	antisense	11	125440180	125462473
ENSG00000222297	snRNA	11	125444615	125444714
ENSG00000134910	protein_coding	11	125461607	125495110
ENSG00000149554	protein_coding	11	125495036	125546150
ENSG00000252255	snRNA	11	125519641	125519782
ENSG00000134940	protein_coding	11	125541417	125551018
ENSG00000171053	protein_coding	11	125616188	125619762
ENSG00000196844	protein_coding	11	125646008	125648714
ENSG00000236027	protein_coding	11	125658006	125661495
ENSG00000237353	protein_coding	11	125703211	125709964
ENSG00000260209	lincRNA	11	125742926	125744423
ENSG00000198331	protein_coding	11	125753509	125770543
ENSG00000110060	protein_coding	11	125763381	125773116
ENSG00000255027	antisense	11	125773142	125808811
ENSG00000109832	protein_coding	11	125773271	125793158
ENSG00000263906	lincRNA	11	125797011	125798724
ENSG00000255124	lincRNA	11	125809107	125813597
ENSG00000254790	lincRNA	11	125810391	125811088
ENSG00000254967	antisense	11	125820011	125826214
ENSG00000064309	protein_coding	11	125825691	125933230
ENSG00000264299	antisense	11	125827795	125828547
ENSG00000254759	pseudogene	11	125937434	125938496
ENSG00000261257	lincRNA	11	125970400	125972308
ENSG00000254833	lincRNA	11	126030609	126045930
ENSG00000254771	pseudogene	11	126049392	126049593
ENSG00000165526	protein_coding	11	126071993	126081587
ENSG00000254694	antisense	11	126078506	126078922
ENSG00000197798	protein_coding	11	126081309	126132881
ENSG00000222067	snRNA	11	126084155	126084373
ENSG00000240098	misc_RNA	11	126114930	126115175
ENSG00000182934	protein_coding	11	126132814	126139039
ENSG00000110074	protein_coding	11	126138950	126148026
ENSG00000243607	pseudogene	11	126148152	126148472
ENSG00000238855	snoRNA	11	126151552	126151649
ENSG00000150455	protein_coding	11	126152960	126168740
ENSG00000254905	antisense	11	126162817	126164149
ENSG00000255062	protein_coding	11	126164193	126174213
ENSG00000110063	protein_coding	11	126173647	126215644
ENSG00000110080	protein_coding	11	126225535	126310239
ENSG00000149571	protein_coding	11	126293254	126873355
ENSG00000257271	antisense	11	126413842	126480843
ENSG00000254607	antisense	11	126522747	126551999
ENSG00000254938	lincRNA	11	126790084	126810555
ENSG00000254960	antisense	11	126810642	126814986
ENSG00000266215	miRNA	11	126858354	126858438
ENSG00000255317	antisense	11	126862348	126865354
ENSG00000218109	antisense	11	126872805	126875953
ENSG00000256527	pseudogene	11	126873298	126874130
ENSG00000255546	lincRNA	11	126891649	126923448
ENSG00000255087	lincRNA	11	126936897	126971215
ENSG00000272981	lincRNA	11	126989221	127009630
ENSG00000272642	lincRNA	11	127060664	127093344
ENSG00000273409	lincRNA	11	127140957	127206928
ENSG00000222774	misc_RNA	11	127275923	127276227
ENSG00000223315	misc_RNA	11	127277746	127278043
ENSG00000254591	pseudogene	11	127527463	127527772
ENSG00000254612	pseudogene	11	127810808	127811549
ENSG00000273415	lincRNA	11	128050322	128053449
ENSG00000272575	lincRNA	11	128078724	128111334
ENSG00000134954	protein_coding	11	128328656	128457453
ENSG00000254588	antisense	11	128396037	128400284
ENSG00000270160	lincRNA	11	128484235	128485131
ENSG00000255465	lincRNA	11	128485762	128491701
ENSG00000245008	antisense	11	128499548	128556817
ENSG00000151702	protein_coding	11	128556430	128683162
ENSG00000254703	antisense	11	128561567	128565918
ENSG00000151704	protein_coding	11	128706210	128737268
ENSG00000255369	pseudogene	11	128750220	128750563
ENSG00000120457	protein_coding	11	128761251	128790930
ENSG00000174370	protein_coding	11	128769460	128775930
ENSG00000120471	protein_coding	11	128804626	128813040
ENSG00000134909	protein_coding	11	128834955	129149219
ENSG00000212597	snRNA	11	128863132	128863235
ENSG00000206847	misc_RNA	11	128900354	128900467
ENSG00000199260	snRNA	11	129072861	129072965
ENSG00000255259	pseudogene	11	129165181	129166376
ENSG00000043039	protein_coding	11	129245835	129322171
ENSG00000240121	pseudogene	11	129407764	129408009
ENSG00000255188	pseudogene	11	129657959	129658085
ENSG00000151715	protein_coding	11	129685714	129729898
ENSG00000170322	protein_coding	11	129733531	129765485
ENSG00000170325	protein_coding	11	129769601	129872730
ENSG00000233220	lincRNA	11	129872833	129874251
ENSG00000255057	pseudogene	11	129878481	129879660
ENSG00000255262	pseudogene	11	129902759	129903115
ENSG00000255535	pseudogene	11	129910260	129910966
ENSG00000267981	protein_coding	11	129936836	129944012
ENSG00000084234	protein_coding	11	129939732	130014699
ENSG00000215565	pseudogene	11	129952103	129952367
ENSG00000244451	pseudogene	11	129952390	129952676
ENSG00000149418	protein_coding	11	130029457	130080271
ENSG00000196323	protein_coding	11	130096572	130184581
ENSG00000255358	pseudogene	11	130154918	130155728
ENSG00000255220	pseudogene	11	130165536	130166841
ENSG00000272412	misc_RNA	11	130180075	130180369
ENSG00000175773	lincRNA	11	130184888	130263688
ENSG00000134917	protein_coding	11	130274820	130298888
ENSG00000166106	protein_coding	11	130318869	130346532
ENSG00000255155	pseudogene	11	130414538	130414751
ENSG00000236616	pseudogene	11	130416694	130417324
ENSG00000175728	protein_coding	11	130542851	130587247
ENSG00000255352	pseudogene	11	130659126	130660920
ENSG00000254842	lincRNA	11	130714086	130735456
ENSG00000255455	lincRNA	11	130736149	130740142
ENSG00000120451	protein_coding	11	130745331	130786404
ENSG00000242673	misc_RNA	11	130874025	130874324
ENSG00000221516	miRNA	11	130981830	130981910
ENSG00000236129	lincRNA	11	131056917	131059648
ENSG00000227125	lincRNA	11	131074894	131085058
ENSG00000237612	lincRNA	11	131104433	131121711
ENSG00000231698	lincRNA	11	131123317	131220812
ENSG00000182667	protein_coding	11	131240373	132206716
ENSG00000252351	snRNA	11	131255144	131255258
ENSG00000237654	antisense	11	131372653	131410761
ENSG00000236082	antisense	11	131416556	131443494
ENSG00000224795	lincRNA	11	131532025	131533477
ENSG00000271624	pseudogene	11	131640689	131641532
ENSG00000238117	antisense	11	131747574	131767002
ENSG00000224700	antisense	11	131850990	131854555
ENSG00000238262	sense_intronic	11	132154196	132154975
ENSG00000183715	protein_coding	11	132284871	133402414
ENSG00000252703	snRNA	11	132395703	132395781
ENSG00000255371	sense_intronic	11	132729140	132729972
ENSG00000254896	sense_intronic	11	133229924	133235975
ENSG00000238693	snoRNA	11	133306833	133306934
ENSG00000238504	miRNA	11	133372772	133372851
ENSG00000255258	lincRNA	11	133653566	133680271
ENSG00000166118	protein_coding	11	133710526	133715433
ENSG00000213153	pseudogene	11	133734772	133735522
ENSG00000264919	miRNA	11	133768399	133768476
ENSG00000080854	protein_coding	11	133778459	133826880
ENSG00000264674	miRNA	11	133826696	133826764
ENSG00000255406	lincRNA	11	133896882	133898013
ENSG00000204241	lincRNA	11	133902167	133916744
ENSG00000254648	lincRNA	11	133905727	133907002
ENSG00000166086	protein_coding	11	133938820	134021896
ENSG00000254481	pseudogene	11	133993723	133994224
ENSG00000151503	protein_coding	11	134020014	134095348
ENSG00000254616	pseudogene	11	134042990	134043575
ENSG00000255348	antisense	11	134048719	134056061
ENSG00000151502	protein_coding	11	134094539	134117686
ENSG00000151500	protein_coding	11	134118173	134123264
ENSG00000151498	protein_coding	11	134123389	134135749
ENSG00000166105	protein_coding	11	134144139	134189458
ENSG00000254442	pseudogene	11	134186676	134186982
ENSG00000149328	protein_coding	11	134201768	134248235
ENSG00000109956	protein_coding	11	134248398	134281812
ENSG00000255545	processed_transcript	11	134306367	134375555
ENSG00000254573	lincRNA	11	134433290	134442950
ENSG00000254989	lincRNA	11	134541320	134541918
ENSG00000255344	lincRNA	11	134584436	134585816
ENSG00000251226	lincRNA	11	134605490	134633704
ENSG00000255327	lincRNA	11	134820602	134821462
ENSG00000268936	protein_coding	11	134855246	134856693
ENSG00000255512	lincRNA	11	134931675	134945793
ENSG00000249054	lincRNA	12	67607	69138
ENSG00000238823	miRNA	12	73185	73322
ENSG00000226210	pseudogene	12	73725	91218
ENSG00000256263	pseudogene	12	92239	93430
ENSG00000268640	protein_coding	12	147052	147377
ENSG00000206114	lincRNA	12	147073	149350
ENSG00000120645	protein_coding	12	175931	287626
ENSG00000256948	antisense	12	215690	221016
ENSG00000249695	antisense	12	246577	258335
ENSG00000256694	antisense	12	273830	275487
ENSG00000256540	lincRNA	12	276022	291565
ENSG00000111181	protein_coding	12	299243	323736
ENSG00000255671	antisense	12	302202	303296
ENSG00000256577	antisense	12	312808	314189
ENSG00000010379	protein_coding	12	329789	372039
ENSG00000255746	sense_intronic	12	362608	366465
ENSG00000261799	sense_overlapping	12	383120	386289
ENSG00000073614	protein_coding	12	389295	498620
ENSG00000120647	protein_coding	12	498439	551811
ENSG00000139044	protein_coding	12	569530	672675
ENSG00000171840	protein_coding	12	673462	772945
ENSG00000256020	sense_intronic	12	695031	695652
ENSG00000238370	snRNA	12	698696	698755
ENSG00000255825	antisense	12	699799	700435
ENSG00000177406	antisense	12	740057	772872
ENSG00000256672	lincRNA	12	783967	793293
ENSG00000060237	protein_coding	12	861759	1020618
ENSG00000221439	snRNA	12	890299	890424
ENSG00000002016	protein_coding	12	1021243	1099219
ENSG00000250132	antisense	12	1083299	1100356
ENSG00000082805	protein_coding	12	1099675	1605099
ENSG00000265997	misc_RNA	12	1119501	1119792
ENSG00000249028	antisense	12	1489226	1500668
ENSG00000267285	sense_intronic	12	1494999	1496153
ENSG00000249628	lincRNA	12	1609691	1616484
ENSG00000111186	protein_coding	12	1639057	1756409
ENSG00000171823	protein_coding	12	1675159	1703331
ENSG00000266043	miRNA	12	1769481	1769546
ENSG00000006831	protein_coding	12	1797740	1897844
ENSG00000271500	pseudogene	12	1804996	1807210
